date,state,district,demo_age_5_17,demo_age_17_plus
24-10-2025,Chhattisgarh,Kondagaon,12,76
24-10-2025,Chhattisgarh,Korba,32,485
24-10-2025,Chhattisgarh,Koriya,9,149
24-10-2025,Chhattisgarh,Mahasamund,12,275
24-10-2025,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,0,38
24-10-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,21,79
24-10-2025,Chhattisgarh,Mungeli,12,132
24-10-2025,Chhattisgarh,Narayanpur,10,26
24-10-2025,Chhattisgarh,Raigarh,49,1241
24-10-2025,Chhattisgarh,Raipur,18,186
24-10-2025,Chhattisgarh,Rajnandgaon,1,78
24-10-2025,Chhattisgarh,Sakti,10,86
24-10-2025,Chhattisgarh,Sarangarh-Bilaigarh,6,88
24-10-2025,Chhattisgarh,Sukma,11,126
24-10-2025,Chhattisgarh,Surajpur,20,495
24-10-2025,Chhattisgarh,Surguja,29,586
24-10-2025,Chhattisgarh,Uttar Bastar Kanker,6,17
24-10-2025,Dadra & Nagar Haveli,Dadra & Nagar Haveli,0,8
24-10-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,17,25
24-10-2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2,26
24-10-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,0,18
24-10-2025,Dadra and Nagar Haveli and Daman and Diu,Diu,0,3
24-10-2025,Daman & Diu,Diu,0,2
24-10-2025,Daman and Diu,Daman,2,6
24-10-2025,Daman and Diu,Diu,1,0
24-10-2025,Delhi,Central Delhi,17,162
24-10-2025,Delhi,East Delhi,63,408
24-10-2025,Delhi,Najafgarh,0,1
24-10-2025,Delhi,New Delhi,3,30
24-10-2025,Delhi,North Delhi,27,168
24-10-2025,Delhi,North East,5,125
24-10-2025,Delhi,North East Delhi,63,470
24-10-2025,Delhi,North West Delhi,100,773
24-10-2025,Delhi,Shahdara,1,89
24-10-2025,Delhi,South Delhi,67,885
24-10-2025,Delhi,South East Delhi,2,18
24-10-2025,Delhi,South West Delhi,108,820
24-10-2025,Delhi,West Delhi,85,889
24-10-2025,Goa,North Goa,20,243
24-10-2025,Goa,South Goa,9,180
24-10-2025,Gujarat,Ahmadabad,2,53
24-10-2025,Gujarat,Ahmedabad,247,1302
24-10-2025,Gujarat,Amreli,12,90
24-10-2025,Gujarat,Anand,33,203
24-10-2025,Gujarat,Arvalli,15,37
24-10-2025,Gujarat,Banas Kantha,0,4
24-10-2025,Gujarat,Banaskantha,53,174
24-10-2025,Gujarat,Bharuch,30,169
24-10-2025,Gujarat,Bhavnagar,40,222
24-10-2025,Gujarat,Botad,7,37
24-10-2025,Gujarat,Chhotaudepur,12,39
24-10-2025,Gujarat,Dahod,19,87
24-10-2025,Gujarat,Devbhumi Dwarka,11,38
24-10-2025,Gujarat,Dohad,3,11
24-10-2025,Gujarat,Gandhinagar,33,204
24-10-2025,Gujarat,Gir Somnath,15,88
24-10-2025,Gujarat,Jamnagar,46,241
24-10-2025,Gujarat,Junagadh,18,165
24-10-2025,Gujarat,Kachchh,41,171
24-10-2025,Gujarat,Kheda,43,124
24-10-2025,Gujarat,Mahesana,37,150
24-10-2025,Gujarat,Mahisagar,6,29
24-10-2025,Gujarat,Morbi,15,105
24-10-2025,Gujarat,Narmada,12,22
24-10-2025,Gujarat,Navsari,30,99
24-10-2025,Gujarat,Panch Mahals,0,2
24-10-2025,Gujarat,Panchmahals,24,145
24-10-2025,Gujarat,Patan,24,99
24-10-2025,Gujarat,Porbandar,10,64
24-10-2025,Gujarat,Rajkot,61,502
24-10-2025,Gujarat,Sabar Kantha,0,4
24-10-2025,Gujarat,Sabarkantha,38,100
24-10-2025,Gujarat,Surat,148,1425
24-10-2025,Gujarat,Surendra Nagar,19,94
24-10-2025,Gujarat,Surendranagar,0,3
24-10-2025,Gujarat,Tapi,18,63
24-10-2025,Gujarat,The Dangs,8,27
24-10-2025,Gujarat,Vadodara,124,518
24-10-2025,Gujarat,Valsad,41,229
24-10-2025,Haryana,Ambala,35,240
24-10-2025,Haryana,Bhiwani,33,277
24-10-2025,Haryana,Charkhi Dadri,12,109
24-10-2025,Haryana,Faridabad,84,783
24-10-2025,Haryana,Fatehabad,26,144
24-10-2025,Haryana,Gurgaon,93,639
24-10-2025,Haryana,Hisar,48,405
24-10-2025,Haryana,Jhajjar,11,175
24-10-2025,Haryana,Jind,30,229
24-10-2025,Haryana,Kaithal,21,113
24-10-2025,Haryana,Karnal,36,223
24-10-2025,Haryana,Kurukshetra,23,147
24-10-2025,Haryana,Mahendragarh,27,165
24-10-2025,Haryana,Mewat,29,436
24-10-2025,Haryana,Palwal,34,271
24-10-2025,Haryana,Panchkula,39,179
24-10-2025,Haryana,Panipat,37,237
24-10-2025,Haryana,Rewari,42,292
24-10-2025,Haryana,Rohtak,38,232
24-10-2025,Haryana,Sirsa,12,182
24-10-2025,Haryana,Sonipat,35,362
24-10-2025,Haryana,Yamuna Nagar,44,323
24-10-2025,Haryana,Yamunanagar,0,13
24-10-2025,Himachal Pradesh,Bilaspur,16,79
24-10-2025,Himachal Pradesh,Chamba,26,237
24-10-2025,Himachal Pradesh,Hamirpur,12,96
24-10-2025,Himachal Pradesh,Kangra,59,410
24-10-2025,Himachal Pradesh,Kinnaur,3,19
24-10-2025,Himachal Pradesh,Kullu,17,124
24-10-2025,Himachal Pradesh,Lahaul and Spiti,0,1
24-10-2025,Himachal Pradesh,Lahul & Spiti,0,3
24-10-2025,Himachal Pradesh,Lahul and Spiti,3,2
24-10-2025,Himachal Pradesh,Mandi,36,215
24-10-2025,Himachal Pradesh,Shimla,28,194
24-10-2025,Himachal Pradesh,Sirmaur,15,80
24-10-2025,Himachal Pradesh,Solan,9,62
24-10-2025,Himachal Pradesh,Una,21,114
24-10-2025,Jammu & Kashmir,Leh (ladakh),2,0
24-10-2025,Jammu & Kashmir,Punch,0,1
24-10-2025,Jammu and Kashmir,Anantnag,64,308
24-10-2025,Jammu and Kashmir,Badgam,5,135
24-10-2025,Jammu and Kashmir,Bandipore,39,169
24-10-2025,Jammu and Kashmir,Baramula,24,244
24-10-2025,Jammu and Kashmir,Budgam,15,36
24-10-2025,Jammu and Kashmir,Doda,10,141
24-10-2025,Jammu and Kashmir,Ganderbal,6,62
24-10-2025,Jammu and Kashmir,Jammu,30,368
24-10-2025,Jammu and Kashmir,Kargil,2,15
24-10-2025,Jammu and Kashmir,Kathua,7,160
24-10-2025,Jammu and Kashmir,Kishtwar,9,59
24-10-2025,Jammu and Kashmir,Kulgam,14,62
24-10-2025,Jammu and Kashmir,Kupwara,54,346
24-10-2025,Jammu and Kashmir,Leh,0,33
24-10-2025,Jammu and Kashmir,Pulwama,22,122
24-10-2025,Jammu and Kashmir,Punch,32,189
24-10-2025,Jammu and Kashmir,Rajouri,13,162
24-10-2025,Jammu and Kashmir,Ramban,11,36
24-10-2025,Jammu and Kashmir,Reasi,7,64
24-10-2025,Jammu and Kashmir,Samba,8,52
24-10-2025,Jammu and Kashmir,Shupiyan,9,29
24-10-2025,Jammu and Kashmir,Srinagar,39,659
24-10-2025,Jammu and Kashmir,Udhampur,5,116
24-10-2025,Jharkhand,Bokaro,46,480
24-10-2025,Jharkhand,Chatra,30,259
24-10-2025,Jharkhand,Deoghar,37,423
24-10-2025,Jharkhand,Dhanbad,53,591
24-10-2025,Jharkhand,Dumka,32,496
24-10-2025,Jharkhand,East Singhbhum,33,416
24-10-2025,Jharkhand,Garhwa,28,360
24-10-2025,Jharkhand,Garhwa *,1,23
24-10-2025,Jharkhand,Giridih,88,790
24-10-2025,Jharkhand,Godda,34,594
24-10-2025,Jharkhand,Gumla,47,300
24-10-2025,Jharkhand,Hazaribag,0,100
24-10-2025,Jharkhand,Hazaribagh,65,502
24-10-2025,Jharkhand,Jamtara,24,231
24-10-2025,Jharkhand,Khunti,14,149
24-10-2025,Jharkhand,Kodarma,5,59
24-10-2025,Jharkhand,Koderma,22,209
24-10-2025,Jharkhand,Latehar,14,205
24-10-2025,Jharkhand,Lohardaga,9,168
24-10-2025,Jharkhand,Pakaur,5,27
24-10-2025,Jharkhand,Pakur,36,406
24-10-2025,Jharkhand,Palamau,4,43
24-10-2025,Jharkhand,Palamu,84,846
24-10-2025,Jharkhand,Pashchimi Singhbhum,0,108
24-10-2025,Jharkhand,Purbi Singhbhum,0,55
24-10-2025,Jharkhand,Ramgarh,31,310
24-10-2025,Jharkhand,Ranchi,64,614
24-10-2025,Jharkhand,Sahebganj,24,455
24-10-2025,Jharkhand,Sahibganj,0,16
24-10-2025,Jharkhand,Seraikela-Kharsawan,22,228
24-10-2025,Jharkhand,Seraikela-kharsawan,2,51
24-10-2025,Jharkhand,Simdega,26,173
24-10-2025,Jharkhand,West Singhbhum,45,613
24-10-2025,Karnataka,Bagalkot,116,341
24-10-2025,Karnataka,Bagalkot *,4,14
24-10-2025,Karnataka,Ballari,36,141
24-10-2025,Karnataka,Bangalore,76,747
24-10-2025,Karnataka,Bangalore Rural,43,224
24-10-2025,Karnataka,Belagavi,120,512
24-10-2025,Karnataka,Belgaum,89,563
24-10-2025,Karnataka,Bellary,46,245
24-10-2025,Karnataka,Bengaluru,347,2606
24-10-2025,Karnataka,Bengaluru Rural,2,0
24-10-2025,Karnataka,Bengaluru South,1,40
24-10-2025,Karnataka,Bidar,83,405
24-10-2025,Karnataka,Bijapur,42,233
24-10-2025,Karnataka,Chamarajanagar,2,19
24-10-2025,Karnataka,Chamrajanagar,20,119
24-10-2025,Karnataka,Chamrajnagar,4,23
24-10-2025,Karnataka,Chickmagalur,17,132
24-10-2025,Karnataka,Chikkaballapur,60,292
24-10-2025,Karnataka,Chikkamagaluru,8,83
24-10-2025,Karnataka,Chikmagalur,2,3
24-10-2025,Karnataka,Chitradurga,27,199
24-10-2025,Karnataka,Dakshina Kannada,142,669
24-10-2025,Karnataka,Davanagere,2,37
24-10-2025,Karnataka,Davangere,52,277
24-10-2025,Karnataka,Dharwad,55,266
24-10-2025,Karnataka,Gadag,54,152
24-10-2025,Karnataka,Gadag *,4,6
24-10-2025,Karnataka,Gulbarga,30,220
24-10-2025,Karnataka,Hasan,7,68
24-10-2025,Karnataka,Hassan,46,223
24-10-2025,Karnataka,Haveri,51,261
24-10-2025,Karnataka,Haveri *,2,3
24-10-2025,Karnataka,Kalaburagi,56,204
24-10-2025,Karnataka,Kodagu,6,68
24-10-2025,Karnataka,Kolar,47,299
24-10-2025,Karnataka,Koppal,55,139
24-10-2025,Karnataka,Mandya,48,314
24-10-2025,Karnataka,Mysore,19,155
24-10-2025,Karnataka,Mysuru,33,268
24-10-2025,Karnataka,Raichur,55,237
24-10-2025,Karnataka,Ramanagar,28,232
24-10-2025,Karnataka,Shimoga,18,166
24-10-2025,Karnataka,Shivamogga,39,124
24-10-2025,Karnataka,Tumakuru,28,230
24-10-2025,Karnataka,Tumkur,37,253
24-10-2025,Karnataka,Udupi,90,290
24-10-2025,Karnataka,Uttara Kannada,29,275
24-10-2025,Karnataka,Vijayanagara,24,152
24-10-2025,Karnataka,Vijayapura,45,222
24-10-2025,Karnataka,Yadgir,31,136
24-10-2025,Karnataka,yadgir,4,22
24-10-2025,Kerala,Alappuzha,80,792
24-10-2025,Kerala,Ernakulam,137,1288
24-10-2025,Kerala,Idukki,44,334
24-10-2025,Kerala,Kannur,75,876
24-10-2025,Kerala,Kasaragod,43,559
24-10-2025,Kerala,Kasargod,1,49
24-10-2025,Kerala,Kollam,144,1199
24-10-2025,Kerala,Kottayam,65,705
24-10-2025,Kerala,Kozhikode,168,1345
24-10-2025,Kerala,Malappuram,226,2338
24-10-2025,Kerala,Palakkad,79,972
24-10-2025,Kerala,Pathanamthitta,35,479
24-10-2025,Kerala,Thiruvananthapuram,127,1255
24-10-2025,Kerala,Thrissur,147,1185
24-10-2025,Kerala,Wayanad,40,313
24-10-2025,Ladakh,Kargil,4,9
24-10-2025,Ladakh,Leh,1,7
24-10-2025,Lakshadweep,Lakshadweep,4,40
24-10-2025,Madhya Pradesh,Agar Malwa,4,23
24-10-2025,Madhya Pradesh,Alirajpur,2,53
24-10-2025,Madhya Pradesh,Anuppur,9,97
24-10-2025,Madhya Pradesh,Ashok Nagar,16,100
24-10-2025,Madhya Pradesh,Balaghat,20,165
24-10-2025,Madhya Pradesh,Barwani,26,104
24-10-2025,Madhya Pradesh,Betul,24,109
24-10-2025,Madhya Pradesh,Bhind,39,243
24-10-2025,Madhya Pradesh,Bhopal,60,487
24-10-2025,Madhya Pradesh,Burhanpur,20,70
24-10-2025,Madhya Pradesh,Chhatarpur,23,177
24-10-2025,Madhya Pradesh,Chhindwara,38,273
24-10-2025,Madhya Pradesh,Damoh,16,132
24-10-2025,Madhya Pradesh,Datia,24,70
24-10-2025,Madhya Pradesh,Dewas,6,59
24-10-2025,Madhya Pradesh,Dhar,16,195
24-10-2025,Madhya Pradesh,Dindori,4,38
24-10-2025,Madhya Pradesh,East Nimar,6,82
24-10-2025,Madhya Pradesh,Guna,9,98
24-10-2025,Madhya Pradesh,Gwalior,56,303
24-10-2025,Madhya Pradesh,Harda,2,23
24-10-2025,Madhya Pradesh,Harda *,0,3
24-10-2025,Madhya Pradesh,Hoshangabad,11,84
24-10-2025,Madhya Pradesh,Indore,64,532
24-10-2025,Madhya Pradesh,Jabalpur,50,350
24-10-2025,Madhya Pradesh,Jhabua,15,147
24-10-2025,Madhya Pradesh,Katni,27,271
24-10-2025,Madhya Pradesh,Khandwa,11,102
24-10-2025,Madhya Pradesh,Khargone,14,191
24-10-2025,Madhya Pradesh,Maihar,0,33
24-10-2025,Madhya Pradesh,Mandla,13,117
24-10-2025,Madhya Pradesh,Mandsaur,14,119
24-10-2025,Madhya Pradesh,Mauganj,2,20
24-10-2025,Madhya Pradesh,Morena,28,163
24-10-2025,Madhya Pradesh,Narmadapuram,3,46
24-10-2025,Madhya Pradesh,Narsimhapur,4,17
24-10-2025,Madhya Pradesh,Narsinghpur,10,104
24-10-2025,Madhya Pradesh,Neemuch,19,137
24-10-2025,Madhya Pradesh,Niwari,0,13
24-10-2025,Madhya Pradesh,Pandhurna,0,16
24-10-2025,Madhya Pradesh,Panna,12,111
24-10-2025,Madhya Pradesh,Raisen,7,194
24-10-2025,Madhya Pradesh,Rajgarh,22,97
24-10-2025,Madhya Pradesh,Ratlam,34,134
24-10-2025,Madhya Pradesh,Rewa,60,522
24-10-2025,Madhya Pradesh,Sagar,19,223
24-10-2025,Madhya Pradesh,Satna,44,314
24-10-2025,Madhya Pradesh,Sehore,8,71
24-10-2025,Madhya Pradesh,Seoni,35,294
24-10-2025,Madhya Pradesh,Shahdol,20,175
24-10-2025,Madhya Pradesh,Shajapur,9,69
24-10-2025,Madhya Pradesh,Sheopur,16,111
24-10-2025,Madhya Pradesh,Shivpuri,17,161
24-10-2025,Madhya Pradesh,Sidhi,39,306
24-10-2025,Madhya Pradesh,Singrauli,72,638
24-10-2025,Madhya Pradesh,Tikamgarh,17,184
24-10-2025,Madhya Pradesh,Ujjain,27,191
24-10-2025,Madhya Pradesh,Umaria,12,132
24-10-2025,Madhya Pradesh,Vidisha,22,202
24-10-2025,Madhya Pradesh,West Nimar,0,23
24-10-2025,Maharashtra,Ahmadnagar,125,1266
24-10-2025,Maharashtra,Ahmed Nagar,1,21
24-10-2025,Maharashtra,Akola,10,141
24-10-2025,Maharashtra,Amravati,52,384
24-10-2025,Maharashtra,Aurangabad,70,1258
24-10-2025,Maharashtra,Beed,90,736
24-10-2025,Maharashtra,Bhandara,18,151
24-10-2025,Maharashtra,Bid,0,71
24-10-2025,Maharashtra,Buldana,3,123
24-10-2025,Maharashtra,Buldhana,37,410
24-10-2025,Maharashtra,Chandrapur,15,285
24-10-2025,Maharashtra,Chatrapati Sambhaji Nagar,10,67
24-10-2025,Maharashtra,Chhatrapati Sambhajinagar,35,238
24-10-2025,Maharashtra,Dharashiv,1,32
24-10-2025,Maharashtra,Dhule,19,280
24-10-2025,Maharashtra,Gadchiroli,15,364
24-10-2025,Maharashtra,Gondia,0,3
24-10-2025,Maharashtra,Gondiya,23,211
24-10-2025,Maharashtra,Gondiya *,0,8
24-10-2025,Maharashtra,Hingoli,16,625
24-10-2025,Maharashtra,Jalgaon,68,867
24-10-2025,Maharashtra,Jalna,54,432
24-10-2025,Maharashtra,Kolhapur,77,760
24-10-2025,Maharashtra,Latur,60,566
24-10-2025,Maharashtra,Mumbai,81,1039
24-10-2025,Maharashtra,Mumbai City,52,584
24-10-2025,Maharashtra,Mumbai Suburban,215,1869
24-10-2025,Maharashtra,Mumbai( Sub Urban ),0,35
24-10-2025,Maharashtra,Nagpur,161,1136
24-10-2025,Maharashtra,Nanded,77,963
24-10-2025,Maharashtra,Nandurbar,17,274
24-10-2025,Maharashtra,Nandurbar *,0,5
24-10-2025,Maharashtra,Nashik,180,1387
24-10-2025,Maharashtra,Osmanabad,27,278
24-10-2025,Maharashtra,Palghar,108,1075
24-10-2025,Maharashtra,Parbhani,50,564
24-10-2025,Maharashtra,Pune,356,2954
24-10-2025,Maharashtra,Raigad,56,449
24-10-2025,Maharashtra,Raigarh,45,743
24-10-2025,Maharashtra,Raigarh(MH),0,9
24-10-2025,Maharashtra,Ratnagiri,29,642
24-10-2025,Maharashtra,Sangli,35,422
24-10-2025,Maharashtra,Satara,59,462
24-10-2025,Maharashtra,Sindhudurg,19,344
24-10-2025,Maharashtra,Solapur,59,1233
24-10-2025,Maharashtra,Thane,382,3530
24-10-2025,Maharashtra,Wardha,30,155
24-10-2025,Maharashtra,Washim,10,179
24-10-2025,Maharashtra,Washim *,0,2
24-10-2025,Maharashtra,Yavatmal,64,562
24-10-2025,Manipur,Bishnupur,148,836
24-10-2025,Manipur,Chandel,33,231
24-10-2025,Manipur,Churachandpur,34,297
24-10-2025,Manipur,Imphal East,128,443
24-10-2025,Manipur,Imphal West,92,268
24-10-2025,Manipur,Jiribam,18,84
24-10-2025,Manipur,Kakching,18,65
24-10-2025,Manipur,Pherzawl,0,1
24-10-2025,Manipur,Senapati,121,308
24-10-2025,Manipur,Tamenglong,67,218
24-10-2025,Manipur,Thoubal,138,756
24-10-2025,Manipur,Ukhrul,19,106
24-10-2025,Meghalaya,East Garo Hills,4,77
24-10-2025,Meghalaya,East Jaintia Hills,14,68
24-10-2025,Meghalaya,East Khasi Hills,35,332
24-10-2025,Meghalaya,Eastern West Khasi Hills,1,4
24-10-2025,Meghalaya,North Garo Hills,4,54
24-10-2025,Meghalaya,Ri Bhoi,26,85
24-10-2025,Meghalaya,South Garo Hills,3,66
24-10-2025,Meghalaya,South West Garo Hills,38,138
24-10-2025,Meghalaya,South West Khasi Hills,1,43
24-10-2025,Meghalaya,West Garo Hills,25,274
24-10-2025,Meghalaya,West Jaintia Hills,7,89
24-10-2025,Meghalaya,West Khasi Hills,27,232
24-10-2025,Mizoram,Aizawl,35,175
24-10-2025,Mizoram,Champhai,16,72
24-10-2025,Mizoram,Khawzawl,0,2
24-10-2025,Mizoram,Kolasib,15,59
24-10-2025,Mizoram,Lawngtlai,7,31
24-10-2025,Mizoram,Lunglei,23,70
24-10-2025,Mizoram,Mamit,10,35
24-10-2025,Mizoram,Mammit,2,23
24-10-2025,Mizoram,Saiha,7,44
24-10-2025,Mizoram,Saitual,0,2
24-10-2025,Mizoram,Serchhip,9,18
24-10-2025,Nagaland,Chumukedima,9,42
24-10-2025,Nagaland,Dimapur,10,143
24-10-2025,Nagaland,Kiphire,11,24
24-10-2025,Nagaland,Kohima,12,61
24-10-2025,Nagaland,Longleng,6,9
24-10-2025,Nagaland,Meluri,0,3
24-10-2025,Nagaland,Mokokchung,3,46
24-10-2025,Nagaland,Mon,54,88
24-10-2025,Nagaland,Niuland,2,9
24-10-2025,Nagaland,Noklak,2,14
24-10-2025,Nagaland,Peren,32,33
24-10-2025,Nagaland,Phek,13,30
24-10-2025,Nagaland,Shamator,2,5
24-10-2025,Nagaland,Tseminyu,0,1
24-10-2025,Nagaland,Tuensang,34,173
24-10-2025,Nagaland,Wokha,1,9
24-10-2025,Nagaland,Zunheboto,5,31
24-10-2025,ODISHA,NUAPADA,0,4
24-10-2025,Odisha,ANUGUL,0,4
24-10-2025,Odisha,Angul,84,345
24-10-2025,Odisha,Anugul,3,21
24-10-2025,Odisha,Balangir,75,473
24-10-2025,Odisha,Baleshwar,14,191
24-10-2025,Odisha,Baleswar,106,416
24-10-2025,Odisha,Bargarh,102,510
24-10-2025,Odisha,Baudh,1,20
24-10-2025,Odisha,Bhadrak,122,383
24-10-2025,Odisha,Boudh,45,169
24-10-2025,Odisha,Cuttack,76,483
24-10-2025,Odisha,Debagarh,16,104
24-10-2025,Odisha,Dhenkanal,69,308
24-10-2025,Odisha,Gajapati,83,310
24-10-2025,Odisha,Ganjam,190,1148
24-10-2025,Odisha,JAJPUR,33,197
24-10-2025,Odisha,Jagatsinghapur,42,153
24-10-2025,Odisha,Jagatsinghpur,4,146
24-10-2025,Odisha,Jajapur,60,332
24-10-2025,Odisha,Jajpur,0,2
24-10-2025,Odisha,Jharsuguda,47,167
24-10-2025,Odisha,Kalahandi,106,683
24-10-2025,Odisha,Kandhamal,147,434
24-10-2025,Odisha,Kendrapara,108,475
24-10-2025,Odisha,Kendujhar,106,498
24-10-2025,Odisha,Khorda,62,384
24-10-2025,Odisha,Khordha,1,76
24-10-2025,Odisha,Koraput,105,561
24-10-2025,Odisha,Malkangiri,123,293
24-10-2025,Odisha,Mayurbhanj,166,739
24-10-2025,Odisha,NUAPADA,0,6
24-10-2025,Odisha,Nabarangapur,112,496
24-10-2025,Odisha,Nayagarh,43,217
24-10-2025,Odisha,Nuapada,62,285
24-10-2025,Odisha,Puri,60,359
24-10-2025,Odisha,Rayagada,80,446
24-10-2025,Odisha,Sambalpur,68,379
24-10-2025,Odisha,Sonapur,40,170
24-10-2025,Odisha,Subarnapur,3,62
24-10-2025,Odisha,Sundargarh,14,111
24-10-2025,Odisha,Sundergarh,69,340
24-10-2025,Odisha,jajpur,0,5
24-10-2025,Orissa,Anugul,0,10
24-10-2025,Orissa,Balangir,6,93
24-10-2025,Orissa,Baleshwar,4,40
24-10-2025,Orissa,Bargarh,0,10
24-10-2025,Orissa,Baudh,0,1
24-10-2025,Orissa,Bhadrak,5,43
24-10-2025,Orissa,Cuttack,0,34
24-10-2025,Orissa,Dhenkanal,0,17
24-10-2025,Orissa,Gajapati,0,2
24-10-2025,Orissa,Ganjam,5,69
24-10-2025,Orissa,Jagatsinghapur,0,4
24-10-2025,Orissa,Jajapur,0,8
24-10-2025,Orissa,Jharsuguda,1,2
24-10-2025,Orissa,Kalahandi,0,1
24-10-2025,Orissa,Kandhamal,0,5
24-10-2025,Orissa,Kendrapara,0,15
24-10-2025,Orissa,Kendujhar,2,3
24-10-2025,Orissa,Khordha,0,73
24-10-2025,Orissa,Koraput,2,22
24-10-2025,Orissa,Malkangiri,3,7
24-10-2025,Orissa,Mayurbhanj,0,1
24-10-2025,Orissa,Nayagarh,0,11
24-10-2025,Orissa,Puri,2,49
24-10-2025,Orissa,Rayagada,0,11
24-10-2025,Orissa,Sambalpur,0,12
24-10-2025,Orissa,Sonapur,0,3
24-10-2025,Orissa,Subarnapur,0,2
24-10-2025,Orissa,Sundargarh,0,11
24-10-2025,Pondicherry,Karaikal,2,11
24-10-2025,Pondicherry,Pondicherry,15,92
24-10-2025,Pondicherry,Yanam,0,8
24-10-2025,Puducherry,Karaikal,6,33
24-10-2025,Puducherry,Puducherry,39,175
24-10-2025,Punjab,Amritsar,48,521
24-10-2025,Punjab,Barnala,5,117
24-10-2025,Punjab,Bathinda,14,345
24-10-2025,Punjab,Faridkot,9,97
24-10-2025,Punjab,Fatehgarh Sahib,15,95
24-10-2025,Punjab,Fazilka,18,224
24-10-2025,Punjab,Ferozepur,7,189
24-10-2025,Punjab,Firozpur,2,136
24-10-2025,Punjab,Gurdaspur,29,572
24-10-2025,Punjab,Hoshiarpur,21,286
24-10-2025,Punjab,Jalandhar,22,442
24-10-2025,Punjab,Kapurthala,17,187
24-10-2025,Punjab,Ludhiana,43,655
24-10-2025,Punjab,Malerkotla,6,69
24-10-2025,Punjab,Mansa,5,346
24-10-2025,Punjab,Moga,16,241
24-10-2025,Punjab,Muktsar,3,52
24-10-2025,Punjab,Nawanshahr,0,37
24-10-2025,Punjab,Pathankot,15,155
24-10-2025,Punjab,Patiala,25,369
24-10-2025,Punjab,Rupnagar,8,97
24-10-2025,Punjab,S.A.S Nagar(Mohali),1,35
24-10-2025,Punjab,SAS Nagar (Mohali),45,451
24-10-2025,Punjab,Sangrur,20,288
24-10-2025,Punjab,Shaheed Bhagat Singh Nagar,6,84
24-10-2025,Punjab,Sri Muktsar Sahib,13,197
24-10-2025,Punjab,Tarn Taran,13,248
24-10-2025,Rajasthan,Ajmer,40,311
24-10-2025,Rajasthan,Alwar,85,594
24-10-2025,Rajasthan,Banswara,21,151
24-10-2025,Rajasthan,Baran,15,104
24-10-2025,Rajasthan,Barmer,20,244
24-10-2025,Rajasthan,Bharatpur,43,303
24-10-2025,Rajasthan,Bhilwara,56,309
24-10-2025,Rajasthan,Bikaner,28,200
24-10-2025,Rajasthan,Bundi,15,117
24-10-2025,Rajasthan,Chittaurgarh,2,19
24-10-2025,Rajasthan,Chittorgarh,39,170
24-10-2025,Rajasthan,Churu,45,314
24-10-2025,Rajasthan,Dausa,52,217
24-10-2025,Rajasthan,Deeg,1,1
24-10-2025,Rajasthan,Deeg ,0,12
24-10-2025,Rajasthan,Dholpur,57,345
24-10-2025,Rajasthan,Dungarpur,23,95
24-10-2025,Rajasthan,Ganganagar,13,132
24-10-2025,Rajasthan,Hanumangarh,18,218
24-10-2025,Rajasthan,Jaipur,152,1002
24-10-2025,Rajasthan,Jaisalmer,12,73
24-10-2025,Rajasthan,Jalor,24,209
24-10-2025,Rajasthan,Jalore,0,4
24-10-2025,Rajasthan,Jhalawar,21,153
24-10-2025,Rajasthan,Jhunjhunu,2,24
24-10-2025,Rajasthan,Jhunjhunun,54,392
24-10-2025,Rajasthan,Jodhpur,36,367
24-10-2025,Rajasthan,Karauli,55,304
24-10-2025,Rajasthan,Kota,29,263
24-10-2025,Rajasthan,Nagaur,51,250
24-10-2025,Rajasthan,Pali,32,184
24-10-2025,Rajasthan,Pratapgarh,5,86
24-10-2025,Rajasthan,Rajsamand,19,160
24-10-2025,Rajasthan,Salumbar,0,4
24-10-2025,Rajasthan,Sawai Madhopur,24,249
24-10-2025,Rajasthan,Sikar,45,338
24-10-2025,Rajasthan,Sirohi,14,59
24-10-2025,Rajasthan,Tonk,9,127
24-10-2025,Rajasthan,Udaipur,55,342
24-10-2025,Sikkim,East,7,15
24-10-2025,Sikkim,East Sikkim,1,12
24-10-2025,Sikkim,Mangan,0,2
24-10-2025,Sikkim,Namchi,1,7
24-10-2025,Sikkim,South,0,6
24-10-2025,Sikkim,West,0,7
24-10-2025,Sikkim,West Sikkim,2,16
24-10-2025,Tamil Nadu,Ariyalur,47,184
24-10-2025,Tamil Nadu,Chengalpattu,26,228
24-10-2025,Tamil Nadu,Chennai,241,1047
24-10-2025,Tamil Nadu,Coimbatore,136,1074
24-10-2025,Tamil Nadu,Cuddalore,133,652
24-10-2025,Tamil Nadu,Dharmapuri,111,402
24-10-2025,Tamil Nadu,Dindigul,96,444
24-10-2025,Tamil Nadu,Erode,79,467
24-10-2025,Tamil Nadu,Kallakurichi,7,76
24-10-2025,Tamil Nadu,Kancheepuram,254,858
24-10-2025,Tamil Nadu,Kanniyakumari,142,445
24-10-2025,Tamil Nadu,Kanyakumari,60,169
24-10-2025,Tamil Nadu,Karur,27,189
24-10-2025,Tamil Nadu,Krishnagiri,95,464
24-10-2025,Tamil Nadu,Madurai,129,643
