date,state,district,demo_age_5_17,demo_age_17_plus
01-03-2025,Andaman and Nicobar Islands,Nicobar,32,360
01-03-2025,Andaman and Nicobar Islands,North And Middle Andaman,20,402
01-03-2025,Andaman and Nicobar Islands,South Andaman,74,450
01-03-2025,Andhra Pradesh,Adilabad,390,3950
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,507,4448
01-03-2025,Andhra Pradesh,Anakapalli,373,2791
01-03-2025,Andhra Pradesh,Anantapur,953,19013
01-03-2025,Andhra Pradesh,Ananthapur,2020,7310
01-03-2025,Andhra Pradesh,Ananthapuramu,2547,7891
01-03-2025,Andhra Pradesh,Annamayya,526,3272
01-03-2025,Andhra Pradesh,Bapatla,232,1653
01-03-2025,Andhra Pradesh,Chittoor,4070,38298
01-03-2025,Andhra Pradesh,Cuddapah,1786,16961
01-03-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,240,2136
01-03-2025,Andhra Pradesh,East Godavari,3391,37620
01-03-2025,Andhra Pradesh,Eluru,283,2536
01-03-2025,Andhra Pradesh,Guntur,3060,40302
01-03-2025,Andhra Pradesh,Hyderabad,695,6045
01-03-2025,Andhra Pradesh,Kakinada,638,4748
01-03-2025,Andhra Pradesh,Karimnagar,93,766
01-03-2025,Andhra Pradesh,Khammam,431,4962
01-03-2025,Andhra Pradesh,Krishna,1711,21831
01-03-2025,Andhra Pradesh,Kurnool,3650,31715
01-03-2025,Andhra Pradesh,Mahabub Nagar,26,184
01-03-2025,Andhra Pradesh,Mahbubnagar,169,1133
01-03-2025,Andhra Pradesh,Medak,215,1387
01-03-2025,Andhra Pradesh,N. T. R,775,6936
01-03-2025,Andhra Pradesh,Nalgonda,146,2240
01-03-2025,Andhra Pradesh,Nandyal,339,2135
01-03-2025,Andhra Pradesh,Nellore,944,16115
01-03-2025,Andhra Pradesh,Nizamabad,53,476
01-03-2025,Andhra Pradesh,Palnadu,323,2765
01-03-2025,Andhra Pradesh,Parvathipuram Manyam,201,1664
01-03-2025,Andhra Pradesh,Prakasam,2116,27970
01-03-2025,Andhra Pradesh,Rangareddi,463,3060
01-03-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,392,2890
01-03-2025,Andhra Pradesh,Sri Sathya Sai,535,2386
01-03-2025,Andhra Pradesh,Srikakulam,5275,37687
01-03-2025,Andhra Pradesh,Tirupati,478,4139
01-03-2025,Andhra Pradesh,Visakhapatnam,3222,36984
01-03-2025,Andhra Pradesh,Vizianagaram,2141,20324
01-03-2025,Andhra Pradesh,Warangal,728,6167
01-03-2025,Andhra Pradesh,West Godavari,2189,27673
01-03-2025,Andhra Pradesh,Y. S. R,274,1877
01-03-2025,Arunachal Pradesh,Anjaw,24,210
01-03-2025,Arunachal Pradesh,Changlang,73,1120
01-03-2025,Arunachal Pradesh,East Siang,19,151
01-03-2025,Arunachal Pradesh,Kra Daadi,26,105
01-03-2025,Arunachal Pradesh,Lohit,30,234
01-03-2025,Arunachal Pradesh,Longding,45,285
01-03-2025,Arunachal Pradesh,Lower Dibang Valley,36,249
01-03-2025,Arunachal Pradesh,Lower Siang,22,66
01-03-2025,Arunachal Pradesh,Lower Subansiri,41,280
01-03-2025,Arunachal Pradesh,Namsai,50,553
01-03-2025,Arunachal Pradesh,Papum Pare,163,1311
01-03-2025,Arunachal Pradesh,Siang,25,159
01-03-2025,Arunachal Pradesh,Tawang,27,117
01-03-2025,Arunachal Pradesh,Tirap,18,235
01-03-2025,Arunachal Pradesh,Upper Siang,12,40
01-03-2025,Arunachal Pradesh,Upper Subansiri,106,570
01-03-2025,Arunachal Pradesh,West Kameng,25,116
01-03-2025,Arunachal Pradesh,West Siang,110,1156
01-03-2025,Assam,Baksa,397,4438
01-03-2025,Assam,Barpeta,821,9181
01-03-2025,Assam,Biswanath,227,2732
01-03-2025,Assam,Bongaigaon,699,8681
01-03-2025,Assam,Cachar,1234,10000
01-03-2025,Assam,Charaideo,145,1953
01-03-2025,Assam,Chirang,179,1711
01-03-2025,Assam,Darrang,661,5819
01-03-2025,Assam,Dhemaji,534,5979
01-03-2025,Assam,Dhubri,1070,10824
01-03-2025,Assam,Dibrugarh,338,5542
01-03-2025,Assam,Goalpara,768,6461
01-03-2025,Assam,Golaghat,587,8416
01-03-2025,Assam,Hailakandi,211,1822
01-03-2025,Assam,Hojai,319,3439
01-03-2025,Assam,Jorhat,320,5231
01-03-2025,Assam,Kamrup,319,5222
01-03-2025,Assam,Kamrup Metro,579,5320
01-03-2025,Assam,Karbi Anglong,675,6192
01-03-2025,Assam,Karimganj,567,5374
01-03-2025,Assam,Kokrajhar,538,3272
01-03-2025,Assam,Lakhimpur,577,9766
01-03-2025,Assam,Majuli,55,569
01-03-2025,Assam,Marigaon,1006,7948
01-03-2025,Assam,Nagaon,1216,16723
01-03-2025,Assam,Nalbari,509,4658
01-03-2025,Assam,North Cachar Hills,74,648
01-03-2025,Assam,Sibsagar,146,1460
01-03-2025,Assam,Sonitpur,802,9796
01-03-2025,Assam,South Salmara Mankachar,197,3153
01-03-2025,Assam,Tinsukia,499,7786
01-03-2025,Assam,Udalguri,367,4869
01-03-2025,Assam,West Karbi Anglong,56,360
01-03-2025,Bihar,Araria,2774,32707
01-03-2025,Bihar,Arwal,558,5961
01-03-2025,Bihar,Aurangabad,2788,23698
01-03-2025,Bihar,Banka,2100,23353
01-03-2025,Bihar,Begusarai,3601,28482
01-03-2025,Bihar,Bhagalpur,4949,37353
01-03-2025,Bihar,Bhojpur,2688,29327
01-03-2025,Bihar,Buxar,1661,18351
01-03-2025,Bihar,Darbhanga,2612,28474
01-03-2025,Bihar,East Champaran,4175,47030
01-03-2025,Bihar,Gaya,5828,49924
01-03-2025,Bihar,Gopalganj,2129,22709
01-03-2025,Bihar,Jamui,1393,15286
01-03-2025,Bihar,Jehanabad,988,8898
01-03-2025,Bihar,Kaimur (Bhabua),847,8728
01-03-2025,Bihar,Katihar,2845,33082
01-03-2025,Bihar,Khagaria,1450,12708
01-03-2025,Bihar,Kishanganj,1811,25016
01-03-2025,Bihar,Lakhisarai,777,7918
01-03-2025,Bihar,Madhepura,1283,17649
01-03-2025,Bihar,Madhubani,3407,41495
01-03-2025,Bihar,Munger,992,13363
01-03-2025,Bihar,Muzaffarpur,4456,42818
01-03-2025,Bihar,Nalanda,2310,21564
01-03-2025,Bihar,Nawada,1429,16428
01-03-2025,Bihar,Patna,4807,41971
01-03-2025,Bihar,Purnia,2194,26114
01-03-2025,Bihar,Rohtas,2121,19596
01-03-2025,Bihar,Saharsa,1584,18727
01-03-2025,Bihar,Samastipur,4382,44385
01-03-2025,Bihar,Saran,3695,41077
01-03-2025,Bihar,Sheikhpura,490,5055
01-03-2025,Bihar,Sheohar,778,7797
01-03-2025,Bihar,Sitamarhi,3044,36696
01-03-2025,Bihar,Siwan,2637,26684
01-03-2025,Bihar,Supaul,1661,29320
01-03-2025,Bihar,Vaishali,3660,39009
01-03-2025,Bihar,West Champaran,4317,42725
01-03-2025,Chandigarh,Chandigarh,1296,8949
01-03-2025,Chhattisgarh,Balod,827,10913
01-03-2025,Chhattisgarh,Baloda Bazar,369,16044
01-03-2025,Chhattisgarh,Balrampur,392,4458
01-03-2025,Chhattisgarh,Bastar,878,10394
01-03-2025,Chhattisgarh,Bemetara,354,10548
01-03-2025,Chhattisgarh,Bijapur,294,3385
01-03-2025,Chhattisgarh,Bilaspur,1066,19431
01-03-2025,Chhattisgarh,Dakshin Bastar Dantewada,364,771
01-03-2025,Chhattisgarh,Dantewada,162,243
01-03-2025,Chhattisgarh,Dhamtari,382,10273
01-03-2025,Chhattisgarh,Durg,1512,10144
01-03-2025,Chhattisgarh,Gariyaband,122,5062
01-03-2025,Chhattisgarh,Gaurela-pendra-marwahi,79,773
01-03-2025,Chhattisgarh,Janjgir-champa,1438,30658
01-03-2025,Chhattisgarh,Jashpur,1352,6992
01-03-2025,Chhattisgarh,Kabeerdham,215,3840
01-03-2025,Chhattisgarh,Kanker,558,4198
01-03-2025,Chhattisgarh,Kawardha,637,17645
01-03-2025,Chhattisgarh,Kondagaon,114,1192
01-03-2025,Chhattisgarh,Korba,223,4727
01-03-2025,Chhattisgarh,Koriya,413,3746
01-03-2025,Chhattisgarh,Mahasamund,309,3131
01-03-2025,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,14,54
01-03-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,99,611
01-03-2025,Chhattisgarh,Mungeli,278,15373
01-03-2025,Chhattisgarh,Narayanpur,358,1920
01-03-2025,Chhattisgarh,Raigarh,1833,19707
01-03-2025,Chhattisgarh,Raipur,1175,20034
01-03-2025,Chhattisgarh,Rajnandgaon,886,24246
01-03-2025,Chhattisgarh,Sakti,99,789
01-03-2025,Chhattisgarh,Sukma,260,1427
01-03-2025,Chhattisgarh,Surajpur,570,7642
01-03-2025,Chhattisgarh,Surguja,939,11184
01-03-2025,Chhattisgarh,Uttar Bastar Kanker,128,1212
01-03-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,49,593
01-03-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,34,572
01-03-2025,Dadra and Nagar Haveli and Daman and Diu,Diu,35,156
01-03-2025,Daman and Diu,Daman,18,186
01-03-2025,Delhi,Central Delhi,1049,12943
01-03-2025,Delhi,East Delhi,1926,16285
01-03-2025,Delhi,New Delhi,252,1390
01-03-2025,Delhi,North Delhi,965,11456
01-03-2025,Delhi,North East,23,2908
01-03-2025,Delhi,North East Delhi,2275,15592
01-03-2025,Delhi,North West Delhi,6373,62825
01-03-2025,Delhi,Shahdara,660,4206
01-03-2025,Delhi,South Delhi,2881,36563
01-03-2025,Delhi,South West Delhi,3502,32761
01-03-2025,Delhi,West Delhi,4328,45156
01-03-2025,Goa,North Goa,653,3568
01-03-2025,Goa,South Goa,570,2780
01-03-2025,Gujarat,Ahmedabad,9162,55255
01-03-2025,Gujarat,Amreli,1128,7235
01-03-2025,Gujarat,Anand,1001,11416
01-03-2025,Gujarat,Arvalli,740,1351
01-03-2025,Gujarat,Banaskantha,2962,12676
01-03-2025,Gujarat,Bharuch,2761,13952
01-03-2025,Gujarat,Bhavnagar,2409,14481
01-03-2025,Gujarat,Botad,721,1931
01-03-2025,Gujarat,Chhotaudepur,740,2493
01-03-2025,Gujarat,Dahod,2071,11658
01-03-2025,Gujarat,Devbhumi Dwarka,167,1511
01-03-2025,Gujarat,Dohad,42,920
01-03-2025,Gujarat,Gandhinagar,1801,12352
01-03-2025,Gujarat,Gir Somnath,933,2191
01-03-2025,Gujarat,Jamnagar,1436,11597
01-03-2025,Gujarat,Junagadh,1663,9295
01-03-2025,Gujarat,Kachchh,2113,10502
01-03-2025,Gujarat,Kheda,3116,17120
01-03-2025,Gujarat,Mahesana,2590,12569
01-03-2025,Gujarat,Mahisagar,238,1710
01-03-2025,Gujarat,Morbi,552,2353
01-03-2025,Gujarat,Narmada,955,3082
01-03-2025,Gujarat,Navsari,2844,8310
01-03-2025,Gujarat,Panchmahals,878,6690
01-03-2025,Gujarat,Patan,988,6330
01-03-2025,Gujarat,Porbandar,829,3297
01-03-2025,Gujarat,Rajkot,2099,22508
01-03-2025,Gujarat,Sabarkantha,2777,10632
01-03-2025,Gujarat,Surat,7172,56297
01-03-2025,Gujarat,Surendra Nagar,1653,12061
01-03-2025,Gujarat,Tapi,1115,3072
01-03-2025,Gujarat,The Dangs,484,1400
01-03-2025,Gujarat,Vadodara,3492,27140
01-03-2025,Gujarat,Valsad,3409,11950
01-03-2025,Haryana,Ambala,516,4084
01-03-2025,Haryana,Bhiwani,601,5350
01-03-2025,Haryana,Charkhi Dadri,312,2114
01-03-2025,Haryana,Faridabad,2675,21482
01-03-2025,Haryana,Fatehabad,802,7118
01-03-2025,Haryana,Gurgaon,2270,19163
01-03-2025,Haryana,Hisar,1003,9821
01-03-2025,Haryana,Jhajjar,808,5900
01-03-2025,Haryana,Jind,673,5955
01-03-2025,Haryana,Kaithal,969,8135
01-03-2025,Haryana,Karnal,1203,9116
01-03-2025,Haryana,Kurukshetra,636,4982
01-03-2025,Haryana,Mahendragarh,478,4766
01-03-2025,Haryana,Mewat,814,7691
01-03-2025,Haryana,Palwal,1067,9937
01-03-2025,Haryana,Panchkula,1000,5478
01-03-2025,Haryana,Panipat,393,2836
01-03-2025,Haryana,Rewari,903,5174
01-03-2025,Haryana,Rohtak,577,3477
01-03-2025,Haryana,Sirsa,669,7127
01-03-2025,Haryana,Sonipat,1089,8791
01-03-2025,Haryana,Yamuna Nagar,1085,8223
01-03-2025,Himachal Pradesh,Bilaspur,136,885
01-03-2025,Himachal Pradesh,Chamba,1006,3938
01-03-2025,Himachal Pradesh,Hamirpur,103,756
01-03-2025,Himachal Pradesh,Kangra,960,7812
01-03-2025,Himachal Pradesh,Kullu,273,1431
01-03-2025,Himachal Pradesh,Mandi,730,3372
01-03-2025,Himachal Pradesh,Shimla,378,2808
01-03-2025,Himachal Pradesh,Sirmaur,729,3559
01-03-2025,Himachal Pradesh,Solan,251,1577
01-03-2025,Himachal Pradesh,Una,121,976
01-03-2025,Jammu and Kashmir,Anantnag,1210,7828
01-03-2025,Jammu and Kashmir,Badgam,325,3926
01-03-2025,Jammu and Kashmir,Bandipore,369,2119
01-03-2025,Jammu and Kashmir,Baramula,1033,5263
01-03-2025,Jammu and Kashmir,Budgam,1603,3792
01-03-2025,Jammu and Kashmir,Doda,264,2181
01-03-2025,Jammu and Kashmir,Ganderbal,179,1123
01-03-2025,Jammu and Kashmir,Jammu,858,9258
01-03-2025,Jammu and Kashmir,Kargil,82,354
01-03-2025,Jammu and Kashmir,Kathua,407,4528
01-03-2025,Jammu and Kashmir,Kulgam,462,2414
01-03-2025,Jammu and Kashmir,Kupwara,1260,6342
01-03-2025,Jammu and Kashmir,Leh,72,294
01-03-2025,Jammu and Kashmir,Pulwama,559,3044
01-03-2025,Jammu and Kashmir,Punch,767,5067
01-03-2025,Jammu and Kashmir,Rajouri,687,3575
01-03-2025,Jammu and Kashmir,Ramban,397,1482
01-03-2025,Jammu and Kashmir,Reasi,458,2926
01-03-2025,Jammu and Kashmir,Samba,107,948
01-03-2025,Jammu and Kashmir,Shupiyan,417,1491
01-03-2025,Jammu and Kashmir,Srinagar,793,7017
01-03-2025,Jammu and Kashmir,Udhampur,379,4584
01-03-2025,Jharkhand,Bokaro,696,30424
01-03-2025,Jharkhand,Chatra,771,15350
01-03-2025,Jharkhand,Deoghar,839,25753
01-03-2025,Jharkhand,Dhanbad,1576,51451
01-03-2025,Jharkhand,Dumka,1035,23577
01-03-2025,Jharkhand,East Singhbhum,1142,20118
01-03-2025,Jharkhand,Garhwa,422,9519
01-03-2025,Jharkhand,Giridih,2465,65203
01-03-2025,Jharkhand,Godda,702,17494
01-03-2025,Jharkhand,Gumla,502,10116
01-03-2025,Jharkhand,Hazaribag,44,3434
01-03-2025,Jharkhand,Hazaribagh,1426,27417
01-03-2025,Jharkhand,Jamtara,318,11822
01-03-2025,Jharkhand,Khunti,371,7375
01-03-2025,Jharkhand,Kodarma,12,551
01-03-2025,Jharkhand,Koderma,324,12209
01-03-2025,Jharkhand,Latehar,627,12455
01-03-2025,Jharkhand,Lohardaga,311,6001
01-03-2025,Jharkhand,Pakaur,46,1333
01-03-2025,Jharkhand,Pakur,1025,22716
01-03-2025,Jharkhand,Palamau,17,1321
01-03-2025,Jharkhand,Palamu,2722,52336
01-03-2025,Jharkhand,Pashchimi Singhbhum,40,2616
01-03-2025,Jharkhand,Ramgarh,625,14401
01-03-2025,Jharkhand,Ranchi,2195,35596
01-03-2025,Jharkhand,Sahebganj,1040,22324
01-03-2025,Jharkhand,Sahibganj,13,662
01-03-2025,Jharkhand,Seraikela-Kharsawan,418,8451
01-03-2025,Jharkhand,Simdega,458,8904
01-03-2025,Jharkhand,West Singhbhum,771,14735
01-03-2025,Karnataka,Bagalkot,6710,9754
01-03-2025,Karnataka,Bagalkot *,24,87
01-03-2025,Karnataka,Ballari,1424,5310
01-03-2025,Karnataka,Bangalore,756,8034
01-03-2025,Karnataka,Bangalore Rural,492,5093
01-03-2025,Karnataka,Belagavi,6504,11546
01-03-2025,Karnataka,Belgaum,6671,12317
01-03-2025,Karnataka,Bellary,1163,5712
01-03-2025,Karnataka,Bengaluru,7330,50407
01-03-2025,Karnataka,Bidar,1812,10301
01-03-2025,Karnataka,Bijapur,2894,6420
01-03-2025,Karnataka,Chamrajanagar,954,3983
01-03-2025,Karnataka,Chamrajnagar,28,24
01-03-2025,Karnataka,Chickmagalur,181,1449
01-03-2025,Karnataka,Chikkaballapur,1083,7919
01-03-2025,Karnataka,Chikkamagaluru,588,2431
01-03-2025,Karnataka,Chitradurga,1400,9013
01-03-2025,Karnataka,Dakshina Kannada,2446,14069
01-03-2025,Karnataka,Davanagere,58,272
01-03-2025,Karnataka,Davangere,1520,5814
01-03-2025,Karnataka,Dharwad,4738,9235
01-03-2025,Karnataka,Gadag,3851,5201
01-03-2025,Karnataka,Gadag *,53,85
01-03-2025,Karnataka,Gulbarga,524,3348
01-03-2025,Karnataka,Hasan,25,166
01-03-2025,Karnataka,Hassan,1467,6522
01-03-2025,Karnataka,Haveri,6278,6725
01-03-2025,Karnataka,Haveri *,88,192
01-03-2025,Karnataka,Kalaburagi,1892,6192
01-03-2025,Karnataka,Kodagu,299,2302
01-03-2025,Karnataka,Kolar,1094,8671
01-03-2025,Karnataka,Koppal,1920,7737
01-03-2025,Karnataka,Mandya,1103,9607
01-03-2025,Karnataka,Mysore,317,2686
01-03-2025,Karnataka,Mysuru,1308,7910
01-03-2025,Karnataka,Raichur,1203,7460
01-03-2025,Karnataka,Ramanagar,966,7350
01-03-2025,Karnataka,Shimoga,309,2224
01-03-2025,Karnataka,Shivamogga,1894,6956
01-03-2025,Karnataka,Tumakuru,1286,6218
01-03-2025,Karnataka,Tumkur,883,5608
01-03-2025,Karnataka,Udupi,1135,6735
01-03-2025,Karnataka,Uttara Kannada,1738,7666
01-03-2025,Karnataka,Vijayanagara,859,3421
01-03-2025,Karnataka,Vijayapura,4662,5395
01-03-2025,Karnataka,Yadgir,2116,7682
01-03-2025,Kerala,Alappuzha,206,2629
01-03-2025,Kerala,Ernakulam,926,9472
01-03-2025,Kerala,Idukki,129,1430
01-03-2025,Kerala,Kannur,700,6329
01-03-2025,Kerala,Kasaragod,540,4127
01-03-2025,Kerala,Kollam,621,5923
01-03-2025,Kerala,Kottayam,87,953
01-03-2025,Kerala,Kozhikode,1741,15244
01-03-2025,Kerala,Malappuram,1981,21196
01-03-2025,Kerala,Palakkad,532,5546
01-03-2025,Kerala,Pathanamthitta,63,573
01-03-2025,Kerala,Thiruvananthapuram,888,8851
01-03-2025,Kerala,Thrissur,586,4978
01-03-2025,Kerala,Wayanad,410,4189
01-03-2025,Ladakh,Kargil,309,637
01-03-2025,Ladakh,Leh,440,1180
01-03-2025,Madhya Pradesh,Agar Malwa,200,1966
01-03-2025,Madhya Pradesh,Alirajpur,504,6836
01-03-2025,Madhya Pradesh,Anuppur,353,3860
01-03-2025,Madhya Pradesh,Ashok Nagar,767,7226
01-03-2025,Madhya Pradesh,Balaghat,2745,17133
01-03-2025,Madhya Pradesh,Barwani,1605,12675
01-03-2025,Madhya Pradesh,Betul,1826,9784
01-03-2025,Madhya Pradesh,Bhind,1482,13377
01-03-2025,Madhya Pradesh,Bhopal,1844,15489
01-03-2025,Madhya Pradesh,Burhanpur,753,3189
01-03-2025,Madhya Pradesh,Chhatarpur,2585,21358
01-03-2025,Madhya Pradesh,Chhindwara,2400,11513
01-03-2025,Madhya Pradesh,Damoh,929,10846
01-03-2025,Madhya Pradesh,Datia,913,7399
01-03-2025,Madhya Pradesh,Dewas,1095,12830
01-03-2025,Madhya Pradesh,Dhar,2248,14409
01-03-2025,Madhya Pradesh,Dindori,676,6609
01-03-2025,Madhya Pradesh,East Nimar,381,2508
01-03-2025,Madhya Pradesh,Guna,688,10221
01-03-2025,Madhya Pradesh,Gwalior,2014,15266
01-03-2025,Madhya Pradesh,Harda,400,1895
01-03-2025,Madhya Pradesh,Harda *,74,692
01-03-2025,Madhya Pradesh,Hoshangabad,359,1994
01-03-2025,Madhya Pradesh,Indore,3265,22947
01-03-2025,Madhya Pradesh,Jabalpur,1578,19130
01-03-2025,Madhya Pradesh,Jhabua,870,11823
01-03-2025,Madhya Pradesh,Katni,967,10714
01-03-2025,Madhya Pradesh,Khandwa,1775,3894
01-03-2025,Madhya Pradesh,Khargone,1713,10477
01-03-2025,Madhya Pradesh,Maihar,79,923
01-03-2025,Madhya Pradesh,Mandla,1352,8364
01-03-2025,Madhya Pradesh,Mandsaur,3894,14326
01-03-2025,Madhya Pradesh,Mauganj,48,920
01-03-2025,Madhya Pradesh,Morena,2789,29633
01-03-2025,Madhya Pradesh,Narmadapuram,90,799
01-03-2025,Madhya Pradesh,Narsimhapur,32,502
01-03-2025,Madhya Pradesh,Narsinghpur,747,5150
01-03-2025,Madhya Pradesh,Neemuch,949,6505
01-03-2025,Madhya Pradesh,Niwari,71,473
01-03-2025,Madhya Pradesh,Panna,673,10956
01-03-2025,Madhya Pradesh,Raisen,1156,8260
01-03-2025,Madhya Pradesh,Rajgarh,2106,10399
01-03-2025,Madhya Pradesh,Ratlam,1486,15805
01-03-2025,Madhya Pradesh,Rewa,1868,18520
01-03-2025,Madhya Pradesh,Sagar,1128,16281
01-03-2025,Madhya Pradesh,Satna,2019,19467
01-03-2025,Madhya Pradesh,Sehore,805,4280
01-03-2025,Madhya Pradesh,Seoni,2012,18208
01-03-2025,Madhya Pradesh,Shahdol,971,13170
01-03-2025,Madhya Pradesh,Shajapur,731,5170
01-03-2025,Madhya Pradesh,Sheopur,822,7501
01-03-2025,Madhya Pradesh,Shivpuri,2480,23237
01-03-2025,Madhya Pradesh,Sidhi,1155,13579
01-03-2025,Madhya Pradesh,Singrauli,925,7434
01-03-2025,Madhya Pradesh,Tikamgarh,2254,13150
01-03-2025,Madhya Pradesh,Ujjain,2175,15113
01-03-2025,Madhya Pradesh,Umaria,646,8332
01-03-2025,Madhya Pradesh,Vidisha,1146,5752
01-03-2025,Madhya Pradesh,West Nimar,22,43
01-03-2025,Maharashtra,Ahmadnagar,1274,27685
01-03-2025,Maharashtra,Akola,556,9714
01-03-2025,Maharashtra,Amravati,1169,13166
01-03-2025,Maharashtra,Aurangabad,1241,20315
01-03-2025,Maharashtra,Beed,1133,27733
01-03-2025,Maharashtra,Bhandara,268,5318
01-03-2025,Maharashtra,Buldhana,872,12410
01-03-2025,Maharashtra,Chandrapur,355,8933
01-03-2025,Maharashtra,Chatrapati Sambhaji Nagar,176,2120
01-03-2025,Maharashtra,Chhatrapati Sambhajinagar,208,1559
01-03-2025,Maharashtra,Dharashiv,22,141
01-03-2025,Maharashtra,Dhule,454,6315
01-03-2025,Maharashtra,Gadchiroli,222,3588
01-03-2025,Maharashtra,Gondiya,415,4676
01-03-2025,Maharashtra,Hingoli,390,10091
01-03-2025,Maharashtra,Jalgaon,1160,16617
01-03-2025,Maharashtra,Jalna,927,11590
01-03-2025,Maharashtra,Kolhapur,868,15179
01-03-2025,Maharashtra,Latur,877,18154
01-03-2025,Maharashtra,Mumbai,1278,23195
01-03-2025,Maharashtra,Mumbai City,984,10942
01-03-2025,Maharashtra,Mumbai Suburban,4058,39957
01-03-2025,Maharashtra,Nagpur,2249,25703
01-03-2025,Maharashtra,Nanded,1084,22465
01-03-2025,Maharashtra,Nandurbar,479,4372
01-03-2025,Maharashtra,Nashik,2083,31017
01-03-2025,Maharashtra,Osmanabad,614,15327
01-03-2025,Maharashtra,Palghar,1624,23551
01-03-2025,Maharashtra,Parbhani,723,13719
01-03-2025,Maharashtra,Pune,5781,74631
01-03-2025,Maharashtra,Raigad,431,4268
01-03-2025,Maharashtra,Raigarh,954,9301
01-03-2025,Maharashtra,Ratnagiri,188,3524
01-03-2025,Maharashtra,Sangli,271,6281
01-03-2025,Maharashtra,Satara,529,10238
01-03-2025,Maharashtra,Sindhudurg,125,2000
01-03-2025,Maharashtra,Solapur,1562,31965
01-03-2025,Maharashtra,Thane,6005,69162
01-03-2025,Maharashtra,Wardha,564,4601
01-03-2025,Maharashtra,Washim,239,3843
01-03-2025,Maharashtra,Yavatmal,1238,21186
01-03-2025,Manipur,Bishnupur,532,4147
01-03-2025,Manipur,Chandel,265,1347
01-03-2025,Manipur,Churachandpur,1006,3708
01-03-2025,Manipur,Imphal East,353,2547
01-03-2025,Manipur,Imphal West,694,5271
01-03-2025,Manipur,Jiribam,11,222
01-03-2025,Manipur,Senapati,605,3069
01-03-2025,Manipur,Tamenglong,231,1505
01-03-2025,Manipur,Thoubal,702,3603
01-03-2025,Manipur,Ukhrul,176,1752
01-03-2025,Meghalaya,East Garo Hills,80,3072
01-03-2025,Meghalaya,East Jaintia Hills,173,1169
01-03-2025,Meghalaya,East Khasi Hills,669,5210
01-03-2025,Meghalaya,North Garo Hills,48,1432
01-03-2025,Meghalaya,Ri Bhoi,331,3073
01-03-2025,Meghalaya,South Garo Hills,85,2130
01-03-2025,Meghalaya,South West Garo Hills,106,3395
01-03-2025,Meghalaya,South West Khasi Hills,368,2872
01-03-2025,Meghalaya,West Garo Hills,287,5326
01-03-2025,Meghalaya,West Jaintia Hills,493,3436
01-03-2025,Meghalaya,West Khasi Hills,586,4691
01-03-2025,Mizoram,Aizawl,744,5276
01-03-2025,Mizoram,Champhai,136,1824
01-03-2025,Mizoram,Kolasib,103,690
01-03-2025,Mizoram,Lawngtlai,39,461
01-03-2025,Mizoram,Lunglei,693,3783
01-03-2025,Mizoram,Mamit,159,737
01-03-2025,Mizoram,Mammit,13,162
01-03-2025,Mizoram,Saiha,107,706
01-03-2025,Mizoram,Serchhip,211,1153
01-03-2025,Nagaland,Chumukedima,62,447
01-03-2025,Nagaland,Dimapur,256,2014
01-03-2025,Nagaland,Kiphire,60,682
01-03-2025,Nagaland,Kohima,48,896
01-03-2025,Nagaland,Mokokchung,38,782
01-03-2025,Nagaland,Mon,162,1192
01-03-2025,Nagaland,Niuland,27,127
01-03-2025,Nagaland,Peren,61,445
01-03-2025,Nagaland,Phek,15,307
01-03-2025,Nagaland,Tuensang,110,1198
01-03-2025,Nagaland,Wokha,70,1022
01-03-2025,Nagaland,Zunheboto,53,498
01-03-2025,Odisha,Angul,1105,8037
01-03-2025,Odisha,Balangir,1097,11075
01-03-2025,Odisha,Baleshwar,73,568
01-03-2025,Odisha,Baleswar,2522,14722
01-03-2025,Odisha,Bargarh,814,7814
01-03-2025,Odisha,Bhadrak,2025,12398
01-03-2025,Odisha,Boudh,172,1820
01-03-2025,Odisha,Cuttack,1830,17706
01-03-2025,Odisha,Debagarh,247,2013
01-03-2025,Odisha,Dhenkanal,1232,7709
01-03-2025,Odisha,Gajapati,960,7416
01-03-2025,Odisha,Ganjam,3639,31723
01-03-2025,Odisha,JAJPUR,1028,6712
01-03-2025,Odisha,Jagatsinghapur,705,5912
01-03-2025,Odisha,Jajapur,923,6703
01-03-2025,Odisha,Jharsuguda,543,5926
01-03-2025,Odisha,Kalahandi,1217,13544
01-03-2025,Odisha,Kandhamal,1029,8549
01-03-2025,Odisha,Kendrapara,1629,13310
01-03-2025,Odisha,Kendujhar,2478,18143
01-03-2025,Odisha,Khorda,1818,12364
01-03-2025,Odisha,Koraput,965,11547
01-03-2025,Odisha,Malkangiri,721,5296
01-03-2025,Odisha,Mayurbhanj,2569,20726
01-03-2025,Odisha,Nabarangapur,882,14474
01-03-2025,Odisha,Nayagarh,1106,7983
01-03-2025,Odisha,Nuapada,433,4707
01-03-2025,Odisha,Puri,787,7675
01-03-2025,Odisha,Rayagada,1042,9181
01-03-2025,Odisha,Sambalpur,1093,8218
